INPUT_FILE_NAME,MR,NESW,DATETIME,GP,RNC,ManagedElement,Equipment,FieldReplaceableUnit,BbProcessingResource,PMLICDLCAPACTUAL,PMLICDLCAPUSEDMAX,PMLICDLCAPUSEDSAMP,PMLICDLCAPUSEDSUM,PMLICDLPRBCAPACTUAL,PMLICDLPRBUSEDMAX,PMLICDLPRBUSEDSAMP,PMLICDLPRBUSEDSUM,PMLICPRBUNIT,PMLICULCAPACTUAL,PMLICULCAPUSEDMAX,PMLICULCAPUSEDSAMP,PMLICULCAPUSEDSUM,PMLICULPRBCAPACTUAL,PMLICULPRBUSEDMAX,PMLICULPRBUSEDSAMP,PMLICULPRBUSEDSUM,PMPDCPPKTDISCDLETH,PMPDCPPKTDISCULETHPACING
"ERAN3GNDB94_20201218133919_202012181315_1330_0500_RAN_59_BTS_59_01218_ULN_statsfile.bin",,"CXP9024418_6 R80H23",20201218133000,900,"RAN_59",BTS_59_01218_ULN,1,1,1,15,166144,900,76596569,45,438,900,261130,25,5,29549,900,10494268,10,100,900,34963,0,0
